cluster,size,seed,annotation_preliminary,type_info,tree_name,annotation
3230,1,NMC80670.1,IV-Ykr-2,,IV-Ykr-2.196,IV-Ykr-2
3231,1,WP_088346681.1,I-CD,,I-CD.69,I-CD2
3232,2,MYB88960.1,I-CD,,I-CD.44,I-CD2
3233,1,MBC7944393.1,I-CD,,I-CD.17,I-CD2
3234,1,QDV32477.1,Unknown,,Unknown.1005,IV-Unknown
3235,1,PSO47683.1,I-B,,I-B.1,I-B
3236,1,TQV62574.1,I-A,,I-A.15,I-A
3237,2,ARW71741.1,I-Eukaryotes/Unknown,"Unknown: 1, I-Eukaryotes: 1",I-Eukaryotes/Unknown.174,I-CD2
3238,1,HHS58777.1,Unknown,,Unknown.569,III
3239,1,NBB84563.1,Unknown,,Unknown.913,II
3240,2,MBC7247654.1,IV-Ykr-2,,IV-Ykr-2.85,IV-Ykr-2
3241,10,BAG41440.1,I-Eukaryotes,,I-Eukaryotes.31,I-CD2
3242,1,NHJ01225.1,IV-Ykr-2,,IV-Ykr-2.35,IV-Ykr-2
3243,1,TARA_037.SAMEA2619974.600.0.1-0.22_377_32,IV-Photo,,IV-Photo.119,IV-Photo
3244,1,WP_127733044.1,IV-Non-photo,,IV-Non-photo.154,IV-NonPhoto
3245,3,WP_100695125.1,IV-Non-photo,,IV-Non-photo.273,IV-NonPhoto
3246,1,OKY77189.1,Unknown,,Unknown.362,Unknown
3247,1,WP_086058917.1,IV-Non-photo,,IV-Non-photo.261,IV-NonPhoto
3248,1,WP_188937814.1,IV-Non-photo,,IV-Non-photo.706,IV-NonPhoto
3249,1,WP_175276433.1,IV-Non-photo,,IV-Non-photo.199,IV-NonPhoto
3250,2,WP_097136515.1,IV-Non-photo,,IV-Non-photo.588,IV-NonPhoto
3251,1,HGD08408.1,Unknown,,Unknown.594,IV-NG3
3252,1,TARA_034.SAMEA2619923.60.0-0.22_337_51,IV-GOS_Global,,IV-GOS_Global.84,IV-GOS
3253,1,NLW76736.1,Unknown,,Unknown.527,IV-NG3
3254,1,RWR98297.1,I-Eukaryotes,,I-Eukaryotes.77,I-CD1
3255,1,AHF20778.1,Unknown,,Unknown.667,I-CD1
3256,1,WP_101073508.1,IV-DeepYkr,,IV-DeepYkr.255,IV-Deep-Ykr
3257,1,WP_022722226.1,IV-DeepYkr,,IV-DeepYkr.425,IV-Deep-Ykr
3258,1,TARA_122.SAMEA2622677.600.0.22-0.45_53557_5,IV-GOS_Global,,IV-GOS_Global.107,IV-GOS
3259,1,WP_104520685.1,IV-DeepYkr,,IV-DeepYkr.258,IV-Deep-Ykr
3260,1,KAF0110453.1,IV-DeepYkr,,IV-DeepYkr.315,IV-Deep-Ykr
3261,1,MXQ09219.1,IV-DeepYkr,,IV-DeepYkr.443,IV-Deep-Ykr
3262,1,AAC36439.1,Unknown,,Unknown.725,I-CD2
3263,1,VDD88898.1,III,,III.163,III
3264,1,PHT34148.1,I-Eukaryotes,,I-Eukaryotes.115,I-A
3265,1,OLP38317.1,Unknown,,Unknown.1002,II
3266,1,ADM64626.1,I-Eukaryotes,,I-Eukaryotes.41,I-CD2
3267,99,AAB17427.2,I-Eukaryotes/Unknown,"I-Eukaryotes: 78, Unknown: 21",I-Eukaryotes/Unknown.43,I-CD2
3268,1,WP_186361134.1,I-E,,I-E.1,I-CD2
3269,7,WP_066256896.1,I-A,,I-A.53,I-A
3270,3,CAD12532.1,I-Eukaryotes,,I-Eukaryotes.20,I-CD1
3271,1,HFC29973.1,Unknown,,Unknown.853,II
3272,1,SBW00154.1,Unknown,,Unknown.797,II
3273,1,WP_087221731.1,IV-Ykr-2,,IV-Ykr-2.195,IV-Ykr-2
3274,1,VDD89074.1,III,,III.135,III
3275,1,WP_105073396.1,IV-Photo,,IV-Photo.76,IV-Photo
3276,1,AEA52294.1,I-Eukaryotes,,I-Eukaryotes.94,I-CD2
3277,1,HHW74758.1,IV-Ykr-2,,IV-Ykr-2.109,IV-Ykr-2
3278,1,RLE37725.1,Unknown,,Unknown.284,III
3279,1,HII14679.1,Unknown,,Unknown.223,III
3280,1,MBC8164322.1,IV-Non-photo,,IV-Non-photo.133,IV-NonPhoto
3281,1,NNL76974.1,IV-Photo,,IV-Photo.39,IV-Photo
3282,1,VDD89250.1,III,,III.162,III
3283,1,NVM36788.1,Unknown,,Unknown.331,Unknown
3284,1,RMD45864.1,Unknown,,Unknown.231,III
3285,1,QOR40880.1,IV-Non-photo,,IV-Non-photo.678,IV-NonPhoto
3286,1,WP_156586371.1,IV-Non-photo,,IV-Non-photo.7,IV-NonPhoto
3287,1,PZU93831.1,IV-Non-photo,,IV-Non-photo.407,IV-NonPhoto
3288,1,WP_111159862.1,IV-Non-photo,,IV-Non-photo.659,IV-NonPhoto
3289,2,TARA_039.SAMEA2620106.270.0.1-0.22_2150_20,Unknown,,Unknown.1080,III
3290,1,WP_131553442.1,IV-Non-photo,,IV-Non-photo.358,IV-NonPhoto
3291,1,VDD88949.1,III,,III.134,Unknown
3292,1,PIU21541.1,Unknown,,Unknown.240,III
3293,1,VDD88856.1,III,,III.89,III
3294,1,WP_007040856.1,IV-DeepYkr,,IV-DeepYkr.83,IV-Deep-Ykr
3295,1,TARA_034.SAMEA2619907.60.0.22-1.6_1013533_52,IV-Ykr,,IV-Ykr.36,IV-Ykr
3296,1,TARA_025.SAMEA2619779.5.0-0.22_12401_3,IV-GOS_Global,,IV-GOS_Global.100,IV-GOS
3297,1,TBR23247.1,IV-DeepYkr,,IV-DeepYkr.78,IV-Deep-Ykr
3298,1,CAB1127770.1,I-G,,I-G.22,I-CD2
3299,3,NBT78201.1,I-CD,,I-CD.101,I-CD2
3300,1,MBA2371951.1,I-CD,,I-CD.165,I-CD2
3301,1,TAM12200.1,I-CD,,I-CD.22,I-CD2
3302,1,MBA3249825.1,I-E,,I-E.11,I-CD2
3303,1,WP_133290783.1,I-CD,,I-CD.157,I-CD2
3304,1,HCC68228.1,Unknown,,Unknown.628,III
3305,149,BBN70094.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 124, Unknown: 25",I-Eukaryotes/Unknown.172,I-CD1
3306,1,HHP92674.1,Unknown,,Unknown.465,IV-NG3
3307,1,MBD3341526.1,IV-Ykr-2,,IV-Ykr-2.36,IV-Ykr-2
3308,1,TFG13607.1,IV-Ykr-2,,IV-Ykr-2.83,IV-Ykr-2
3309,1,NYZ73852.1,Unknown,,Unknown.121,III
3310,4,WP_182804995.1,IV-Non-photo,,IV-Non-photo.165,IV-NonPhoto
3311,1,HGY28659.1,Unknown,,Unknown.479,IV-NG3
3312,1,HEH35754.1,Unknown,,Unknown.416,III
3313,1,MBE7169097.1,IV-Non-photo,,IV-Non-photo.249,IV-NonPhoto
3314,1,WP_018153747.1,Unknown,,Unknown.352,III
3315,1,EHR72169.1,IV-Non-photo,,IV-Non-photo.19,IV-NonPhoto
3316,1,AAO47787.1,Unknown,,Unknown.1009,I-CD1
3317,1,WP_089994157.1,IV-Non-photo,,IV-Non-photo.434,IV-NonPhoto
3318,1,WP_139083104.1,IV-Non-photo,,IV-Non-photo.189,IV-NonPhoto
3319,1,OLS18291.1,Unknown,,Unknown.515,IV-NG3
3320,1,OYT42730.1,Unknown,,Unknown.124,III
3321,1,TARA_032.SAMEA2619818.5.0.22-1.6_42_2,IV-GOS_Global,,IV-GOS_Global.80,IV-GOS
3322,1,TARA_039.SAMEA2620106.270.0.1-0.22_374_26,Unknown,,Unknown.1079,III
3323,1,WP_147147109.1,IV-DeepYkr,,IV-DeepYkr.25,IV-Deep-Ykr
3324,1,HHS65539.1,IV-DeepYkr,,IV-DeepYkr.121,IV-Deep-Ykr
3325,1,WP_144348911.1,IV-DeepYkr,,IV-DeepYkr.98,IV-Deep-Ykr
3326,1,WP_152145416.1,IV-DeepYkr,,IV-DeepYkr.195,IV-Deep-Ykr
3327,1,WP_054165247.1,IV-DeepYkr,,IV-DeepYkr.352,IV-Deep-Ykr
3328,1,CDF56951.1,I-A,,I-A.98,I-A
3329,1,TSC54433.1,Unknown,,Unknown.430,Unknown
3330,3,VDD88919.1,III/Unknown,"III: 2, Unknown: 1",III/Unknown.6,III
3331,1,AAD52020.1,Unknown,,Unknown.629,I-CD2
3332,14,AAC02928.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 13, Unknown: 1",I-Eukaryotes/Unknown.79,I-CD2
3333,1,NLH69824.1,Unknown,,Unknown.922,II
3334,2,PHM19679.1,Unknown,,Unknown.925,II
3335,1,WP_069958099.1,II,,II.2,II
3336,4,AEP20616.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 3, Unknown: 1",I-Eukaryotes/Unknown.47,I-CD2
3337,2,GWC2_Chloroflexi_73_18_gwc2_scaffold_9051_15,IV-Ykr-2,,IV-Ykr-2.2,IV-Ykr-2
3338,2,RLE84807.1,Unknown,,Unknown.502,IV-NG3
3339,1,GGL60501.1,Unknown,,Unknown.266,III
3340,1,VDD88748.1,III,,III.23,III
3341,1,MBD3312000.1,Unknown,,Unknown.141,III
3342,1,WP_162580240.1,IV-Non-photo,,IV-Non-photo.547,IV-NonPhoto
3343,1,WP_085850791.1,IV-Non-photo,,IV-Non-photo.297,IV-NonPhoto
3344,1,MBE9607240.1,IV-Non-photo,,IV-Non-photo.433,IV-NonPhoto
3345,1,WP_146823844.1,IV-NG1,,IV-NG1.31,IV-NG1
3346,1,WP_126428677.1,IV-NG1,,IV-NG1.24,IV-NG1
3347,1,QDV34725.1,IV-Non-photo,,IV-Non-photo.641,IV-NonPhoto
3348,1,WP_108359271.1,IV-Non-photo,,IV-Non-photo.267,IV-NonPhoto
3349,1,WP_125403879.1,IV-Non-photo,,IV-Non-photo.167,IV-NonPhoto
3350,1,TFG57017.1,Unknown,,Unknown.545,IV-NG3
3351,2,VDD88682.1,III,,III.84,III
3352,1,RKZ25299.1,Unknown,,Unknown.353,Unknown
3353,1,WP_099472280.1,IV-DeepYkr,,IV-DeepYkr.238,IV-Deep-Ykr
3354,1,WP_142715103.1,IV-DeepYkr,,IV-DeepYkr.217,IV-Deep-Ykr
3355,1,VVB67097.1,IV-Photo,,IV-Photo.74,IV-Photo
3356,1,ACX49119.1,I-A,,I-A.94,I-A
3357,1,MBA2417989.1,I-E,,I-E.39,I-CD2
3358,1,PZN33265.1,I-CD,,I-CD.51,I-CD2
3359,1,WP_052604532.1,I-CD,,I-CD.143,I-CD2
3360,13,HAZ45665.1,I-B,,I-B.7,Unknown
3361,2,NMN93423.1,I-E,,I-E.33,I-CD2
3362,1,PKN50643.1,IV-Ykr-2,,IV-Ykr-2.145,IV-Ykr-2
3363,1,TDM05493.1,Unknown,,Unknown.917,II
3364,2,TQK56876.1,IV-NG2,,IV-NG2.44,IV-NG2
3365,1,NOR38431.1,IV-Ykr-2,,IV-Ykr-2.48,IV-Ykr-2
3366,1,PHT50236.1,I-Eukaryotes,,I-Eukaryotes.78,I-CD1
3367,1,TFG08318.1,IV-Ykr-2,,IV-Ykr-2.63,IV-Ykr-2
3368,1,NOJ27760.1,Unknown,,Unknown.279,III
3369,1,VDD89154.1,III,,III.66,III
3370,1,HEM61556.1,IV-Ykr-2,,IV-Ykr-2.26,IV-Ykr-2
3371,1,HGE04707.1,Unknown,,Unknown.118,III
3372,1,MBD3156514.1,Unknown,,Unknown.488,III
3373,1,AAU06818.2,Unknown,,Unknown.609,I-CD1
3374,1,NWG15305.1,IV-Non-photo,,IV-Non-photo.694,IV-NonPhoto
3375,1,WP_183302520.1,IV-Non-photo,,IV-Non-photo.414,IV-NonPhoto
3376,1,WP_047146585.1,IV-Non-photo,,IV-Non-photo.150,IV-NonPhoto
3377,2,Mesorhizobium_sp._L2C085B000,IV-Non-photo,,IV-Non-photo.820,IV-NonPhoto
3378,1,MBD3355012.1,Unknown,,Unknown.198,III
3379,2,WP_137409329.1,IV-Non-photo,,IV-Non-photo.702,IV-NonPhoto
3380,2,WP_182304041.1,IV-NG1,,IV-NG1.58,IV-NG1
3381,1,WP_007788139.1,IV-Non-photo,,IV-Non-photo.560,IV-NonPhoto
3382,3,AAS01175.1,I-Eukaryotes/Unknown,"Unknown: 2, I-Eukaryotes: 1",I-Eukaryotes/Unknown.90,I-CD2
3383,1,HGU91826.1,Unknown,,Unknown.528,IV-NG3
3384,1,ACV86680.1,Unknown,,Unknown.704,I-CD2
3385,1,WP_012616961.1,Unknown,,Unknown.487,IV-NG3
3386,1,WP_014254528.1,IV-DeepYkr,,IV-DeepYkr.19,IV-Deep-Ykr
3387,1,WP_080887241.1,IV-DeepYkr,,IV-DeepYkr.241,IV-Deep-Ykr
3388,1,WP_015281646.1,IV-DeepYkr,,IV-DeepYkr.157,IV-Deep-Ykr
3389,1,HDP96285.1,Unknown,,Unknown.597,IV-NG3
3390,1,PIU82637.1,Unknown,,Unknown.539,III
3391,1,PIR19675.1,IV-DeepYkr,,IV-DeepYkr.189,IV-Deep-Ykr
3392,1,KVH90633.1,Unknown,,Unknown.1013,IV-Ykr-2
3393,1,MBA3064386.1,Unknown,,Unknown.449,III
3394,1,PHT98747.1,I-Eukaryotes,,I-Eukaryotes.83,I-CD1
3395,2,WP_128292749.1,I-CD,,I-CD.61,I-CD2
3396,9,QJA13917.1,I-Eukaryotes,,I-Eukaryotes.4,I-CD1
3397,2,YP_002600803.1,I-Eukaryotes/Unknown,"Unknown: 1, I-Eukaryotes: 1",I-Eukaryotes/Unknown.3,I-CD1
3398,2,WP_121444813.1,I-G,,I-G.1,I-CD2
3399,1,QJX14021.1,Unknown,,Unknown.684,I-CD1
3400,1,HGE40781.1,Unknown,,Unknown.563,IV-NG3
3401,1,WP_185120336.1,IV-NG1,,IV-NG1.7,IV-NG1
3402,1,NVM18898.1,IV-Ykr-2,,IV-Ykr-2.38,IV-Ykr-2
3403,3,KYH37845.1,Unknown,,Unknown.497,IV-NG3
3404,1,WP_085619556.1,IV-Non-photo,,IV-Non-photo.718,IV-NonPhoto
3405,1,RDE16801.1,IV-Ykr-2,,IV-Ykr-2.91,IV-Ykr-2
3406,1,RLI82876.1,IV-Ykr-2,,IV-Ykr-2.190,IV-Ykr-2
3407,1,MBC7227487.1,IV-Ykr-2,,IV-Ykr-2.75,IV-Ykr-2
3408,1,WP_133236655.1,IV-NG1,,IV-NG1.42,IV-NG1
3409,1,VDD89246.1,III,,III.42,III
3410,1,VDD89158.1,III,,III.38,III
3411,1,RZL65624.1,IV-Non-photo,,IV-Non-photo.242,IV-NonPhoto
3412,2,OYT28780.1,Unknown,,Unknown.484,IV-NG3
3413,1,WP_142821251.1,IV-Non-photo,,IV-Non-photo.329,IV-NonPhoto
3414,1,WP_175772347.1,IV-NG1,,IV-NG1.61,IV-NG1
3415,1,WP_119747517.1,IV-Non-photo,,IV-Non-photo.480,IV-NonPhoto
3416,1,WP_167044282.1,IV-NG2,,IV-NG2.11,IV-NG2
3417,2,WP_077549023.1,IV-Non-photo,,IV-Non-photo.713,IV-NonPhoto
3418,1,PIT84221.1,Unknown,,Unknown.329,Unknown
3419,1,WP_073325515.1,IV-Non-photo,,IV-Non-photo.191,IV-NonPhoto
3420,3,WP_123384208.1,IV-Non-photo,,IV-Non-photo.741,IV-NonPhoto
3421,1,NVK35207.1,IV-Non-photo,,IV-Non-photo.631,IV-NonPhoto
3422,1,VDD89089.1,III,,III.169,Unknown
3423,1,TARA_046.SAMEA2620384.5.0-0.22_1203_10,IV-GOS_Global,,IV-GOS_Global.110,IV-GOS
3424,2,WP_015197096.1,IV-Ykr,,IV-Ykr.19,IV-Ykr
3425,1,VDD88970.1,III,,III.124,III
3426,1,VDD88902.1,IV-Photo,,IV-Photo.113,IV-Photo
3427,1,WP_161257925.1,IV-DeepYkr,,IV-DeepYkr.18,IV-Deep-Ykr
3428,1,RMH37353.1,IV-DeepYkr,,IV-DeepYkr.70,IV-Deep-Ykr
3429,1,NNJ83507.1,IV-DeepYkr,,IV-DeepYkr.50,IV-Deep-Ykr
3430,1,WP_138431538.1,IV-DeepYkr,,IV-DeepYkr.322,IV-Deep-Ykr
3431,2,WP_143784222.1,IV-DeepYkr,,IV-DeepYkr.267,IV-Deep-Ykr
3432,1,AAA87206.1,Unknown,,Unknown.675,I-CD1
3433,1,WP_173764446.1,I-CD,,I-CD.39,I-CD2
3434,2,WP_151983581.1,I-CD,,I-CD.36,I-CD2
3435,2,NMC77332.1,Unknown,,Unknown.660,II-III
3436,1,WP_013542012.1,Unknown,,Unknown.709,Unknown
3437,1,MBD3766659.1,Unknown,,Unknown.788,II
3438,1,WP_192534759.1,Unknown,,Unknown.765,II
3439,1,NVM55624.1,IV-Ykr-2,,IV-Ykr-2.82,IV-Ykr-2
3440,1,WP_091333569.1,IV-Photo,,IV-Photo.82,IV-Photo
3441,1,TWT91049.1,IV-Non-photo,,IV-Non-photo.638,IV-NonPhoto
3442,1,WP_144107700.1,IV-Non-photo,,IV-Non-photo.222,IV-NonPhoto
3443,1,QDV74431.1,IV-Non-photo,,IV-Non-photo.773,IV-NonPhoto
3444,1,TKJ25663.1,Unknown,,Unknown.332,Unknown
3445,1,WP_163336241.1,IV-Non-photo,,IV-Non-photo.632,IV-NonPhoto
3446,1,MBE1376614.1,IV-Non-photo,,IV-Non-photo.15,IV-NonPhoto
3447,1,TFG04138.1,Unknown,,Unknown.317,Unknown
3448,1,WP_119803251.1,IV-NG1,,IV-NG1.20,IV-NG1
3449,1,WP_092854706.1,IV-Non-photo,,IV-Non-photo.592,IV-NonPhoto
3450,1,VDD89247.1,III,,III.186,Unknown
3451,1,WP_179756866.1,IV-NG2,,IV-NG2.2,IV-NG2
3452,1,OYT52763.1,Unknown,,Unknown.252,III
3453,3,RLJ06804.1,Unknown,,Unknown.85,III
3454,1,WP_042699978.1,Unknown,,Unknown.522,IV-NG3
3455,2,ALG65047.1,I-Eukaryotes/Unknown,"Unknown: 1, I-Eukaryotes: 1",I-Eukaryotes/Unknown.156,I-CD2
3456,1,AAK94305.1,I-Eukaryotes,,I-Eukaryotes.89,I-CD2
3457,1,TARA_125.SAMEA2622822.5.0.22-0.45_1408834_6,IV-GOS_Global,,IV-GOS_Global.34,IV-GOS
3458,1,MSV64191.1,IV-DeepYkr,,IV-DeepYkr.250,IV-Deep-Ykr
3459,1,WP_162100034.1,IV-DeepYkr,,IV-DeepYkr.279,IV-Deep-Ykr
3460,1,WP_159693975.1,IV-DeepYkr,,IV-DeepYkr.275,IV-Deep-Ykr
3461,1,MBE2276146.1,IV-DeepYkr,,IV-DeepYkr.367,IV-Deep-Ykr
3462,1,HGY28750.1,Unknown,,Unknown.538,IV-NG3
3463,1,PTD93810.1,Unknown,,Unknown.606,IV-NG3
3464,1,WP_123401205.1,IV-DeepYkr,,IV-DeepYkr.335,IV-Deep-Ykr
3465,1,RPH44583.1,I-CD,,I-CD.82,I-CD2
3466,1,TMH74611.1,I-CD,,I-CD.42,I-CD2
3467,1,MBA2523992.1,I-F,,I-F.4,I-CD2
3468,23,AAC02816.1,I-CD/Unknown,"I-CD: 20, Unknown: 3",I-CD/Unknown.8,I-CD2
3469,190,AKE49488.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 161, Unknown: 29",I-Eukaryotes/Unknown.12,I-CD1
3470,1,QJX14019.1,Unknown,,Unknown.714,I-CD1
3471,1,ACZ28625.1,Unknown,,Unknown.947,II
3472,3,NOQ68806.1,Unknown,,Unknown.887,II
3473,1,RIFCSPHIGHO2_02_FULL_OP11_39_11_rifcsphigho2_02_scaffold_11740_29,Unknown,,Unknown.25,III
3474,3,HHR95681.1,Unknown,,Unknown.425,III
3475,3,RIFOXYA2_FULL_CP_40_8_rifoxya2_full_scaffold_343_36,IV-Ykr-2,,IV-Ykr-2.8,IV-Ykr-2
3476,1,HHY70076.1,IV-Ykr-2,,IV-Ykr-2.46,IV-Ykr-2
3477,1,MBC8333483.1,Unknown,,Unknown.455,Unknown
3478,1,WP_048093891.1,Unknown,,Unknown.45,III
3479,1,HHM63936.1,Unknown,,Unknown.171,III
3480,1,SEB66243.1,IV-NG2,,IV-NG2.23,IV-NG2
3481,1,WP_106339227.1,IV-Non-photo,,IV-Non-photo.300,IV-NonPhoto
3482,1,VDD88842.1,III,,III.119,III
3483,2,TARA_037.SAMEA2619974.600.0.1-0.22_19580_5,Unknown,,Unknown.1068,III
3484,1,WP_068405562.1,IV-Non-photo,,IV-Non-photo.101,IV-NonPhoto
3485,1,NBB78045.1,IV-Non-photo,,IV-Non-photo.602,IV-NonPhoto
3486,1,VDD88889.1,III,,III.96,III
3487,1,MBE2270730.1,IV-Non-photo,,IV-Non-photo.573,IV-NonPhoto
3488,1,AKC81858.1,IV-Non-photo,,IV-Non-photo.719,IV-NonPhoto
3489,1,AHM61158.1,IV-Non-photo,,IV-Non-photo.202,IV-NonPhoto
3490,1,WP_184173337.1,IV-Non-photo,,IV-Non-photo.119,IV-NonPhoto
3491,1,RLI85977.1,Unknown,,Unknown.210,III
3492,1,QJF45610.1,Unknown,,Unknown.649,I-CD1
3493,1,VDD89050.1,III,,III.125,III
3494,3,MBE0522962.1,Unknown,,Unknown.543,IV-NG3
3495,1,2503348889_GEI7407DRAFT_2389_2_3_diketo_5_methylthiopentyl_1_phosphate_enolase__EC_5.3.2.____IMGterm___Geitlerinema_sp._PCC_7407___Gsp7407_Contig121_,IV-Ykr,,IV-Ykr.35,IV-Ykr
3496,1,NLC07942.1,IV-DeepYkr,,IV-DeepYkr.38,IV-Deep-Ykr
3497,1,QJW46133.1,IV-DeepYkr,,IV-DeepYkr.48,IV-Deep-Ykr
3498,1,Sage1_L_100_16_scaffold_229535_1|Sage1_L_100_16_UNK|Sage1_L_100_16,I-Banda,,I-Banda.9,I-Banda
3499,1,WP_014433970.1,IV-DeepYkr,,IV-DeepYkr.131,IV-Deep-Ykr
3500,1,QFG76257.1,I-Eukaryotes,,I-Eukaryotes.46,I-CD1
3501,1,PAW78407.1,IV-DeepYkr,,IV-DeepYkr.237,IV-Deep-Ykr
3502,2,WP_173705854.1,IV-Ykr-2,,IV-Ykr-2.182,IV-Ykr-2
3503,1,MPY74822.1,IV-DeepYkr,,IV-DeepYkr.220,IV-Deep-Ykr
3504,1,VDD89058.1,III,,III.229,III
3505,1,XP_016471368.1,Unknown,,Unknown.998,I-CD1
3506,1,WP_147662334.1,Unknown,,Unknown.734,Unknown
3507,1,WP_054966537.1,I-Unclassified,,I-Unclassified.19,I-CD2
3508,1,RME00383.1,I-New,,I-New.7,I-NG1
3509,1,WP_088320186.1,I-E,,I-E.48,I-CD2
3510,1,HFC00319.1,Unknown,,Unknown.945,II
3511,1,WP_188528096.1,I-A,,I-A.30,I-A
3512,3,YP_522655_Rhodoferax_ferrireducens_T118_II,Unknown,,Unknown.1032,II
3513,7,BAB20785.1,Ambiguous,"I-Eukaryotes: 5, I-CD: 2",Ambiguous.12,I-CD2
3514,1,NLE30713.1,Unknown,,Unknown.616,III
3515,112,AAO13848.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 99, Unknown: 13",I-Eukaryotes/Unknown.70,I-CD1
3516,1,RLG91113.1,Unknown,,Unknown.355,III
3517,1,WP_091938331.1,IV-Photo,,IV-Photo.81,IV-Photo
3518,1,WP_085122225.1,IV-Non-photo,,IV-Non-photo.756,IV-NonPhoto
3519,1,AAB17507.1,Unknown,,Unknown.773,I-CD2
3520,1,MBD3247629.1,Unknown,,Unknown.166,III
3521,1,VDD88676.1,III,,III.7,III
3522,1,WP_037241019.1,IV-Non-photo,,IV-Non-photo.328,IV-NonPhoto
3523,1,WP_191567218.1,IV-NG1,,IV-NG1.50,IV-NG1
3524,1,MBA3852833.1,IV-Photo,,IV-Photo.88,IV-Photo
3525,1,WP_134702721.1,IV-NG1,,IV-NG1.1,IV-NG1
3526,1,VDD89095.1,III,,III.174,Unknown
3527,1,RLG15067.1,Unknown,,Unknown.280,III
3528,1,WP_142846808.1,IV-Non-photo,,IV-Non-photo.801,IV-NonPhoto
3529,1,NDC74828.1,IV-Non-photo,,IV-Non-photo.787,IV-NonPhoto
3530,1,RYZ28694.1,IV-Non-photo,,IV-Non-photo.263,IV-NonPhoto
3531,1,WP_076753936.1,IV-Photo,,IV-Photo.75,IV-Photo
3532,1,PVX24259.1,Unknown,,Unknown.87,III
3533,1,RJS88478.1,Unknown,,Unknown.146,III
3534,1,RLG56183.1,Unknown,,Unknown.142,III
3535,1,HEN47516.1,I-CD,,I-CD.168,I-CD2
3536,5,TARA_125.SAMEA2622822.5.0.22-0.45_1037820_4,IV-GOS_Global,,IV-GOS_Global.52,IV-GOS
3537,1,MBD3197374.1,Unknown,,Unknown.429,Unknown
3538,3,SOW08834.1,I-Eukaryotes,,I-Eukaryotes.27,I-CD2
3539,1,MBC5809956.1,IV-DeepYkr,,IV-DeepYkr.286,IV-Deep-Ykr
3540,1,WP_084572695.1,IV-DeepYkr,,IV-DeepYkr.276,IV-Deep-Ykr
3541,1,NBO79458.1,IV-DeepYkr,,IV-DeepYkr.45,IV-Deep-Ykr
3542,1,PHU22554.1,Unknown,,Unknown.706,I-CD1
3543,1,MAT03443.1,I-CD,,I-CD.113,I-CD2
3544,2,KPK56475.1,I-A,,I-A.20,I-A
3545,1,KUK67038.1,Unknown,,Unknown.596,III
3546,3,WP_011738063.1,Unknown,,Unknown.940,II
3547,3,OIP14217.1,Unknown,,Unknown.906,II
3548,1,MSS19380.1,IV-Ykr-2,,IV-Ykr-2.69,IV-Ykr-2
3549,3,CCO62289.1,I-Eukaryotes,,I-Eukaryotes.10,I-CD2
3550,1,WP_152362321.1,IV-NG2,,IV-NG2.1,IV-NG2
3551,1,NLK35957.1,IV-Ykr-2,,IV-Ykr-2.198,IV-Ykr-2
3552,1,MBD3398018.1,Unknown,,Unknown.68,III
3553,1,WP_137893761.1,IV-Non-photo,,IV-Non-photo.60,IV-NonPhoto
3554,1,TFG17693.1,Unknown,,Unknown.328,Unknown
3555,1,NPD66655.1,IV-Non-photo,,IV-Non-photo.735,IV-NonPhoto
3556,1,WP_106336363.1,IV-Non-photo,,IV-Non-photo.232,IV-NonPhoto
3557,1,KAF0135783.1,IV-Non-photo,,IV-Non-photo.635,IV-NonPhoto
3558,1,WP_114771920.1,IV-Non-photo,,IV-Non-photo.624,IV-NonPhoto
3559,1,WP_090744023.1,IV-Non-photo,,IV-Non-photo.516,IV-NonPhoto
3560,1,WP_030168230.1,IV-NG3,,IV-NG3.10,IV-NG2
3561,3,WP_159618341.1,IV-NG2,,IV-NG2.13,IV-NG2
3562,1,WP_014219803.1,IV-Non-photo,,IV-Non-photo.37,IV-NonPhoto
3563,1,WP_190892320.1,IV-Non-photo,,IV-Non-photo.394,IV-NonPhoto
3564,1,VDD88760.1,III,,III.82,III
3565,1,PIN78299.1,Unknown,,Unknown.454,III
3566,1,PIE31794.1,IV-DeepYkr,,IV-DeepYkr.213,IV-Deep-Ykr
3567,1,WP_114910699.1,IV-DeepYkr,,IV-DeepYkr.248,IV-Deep-Ykr
3568,1,MSO43619.1,IV-DeepYkr,,IV-DeepYkr.318,IV-Deep-Ykr
3569,18,AFI43822.1,I-Eukaryotes,,I-Eukaryotes.38,I-CD1
3570,1,TAN55019.1,IV-DeepYkr,,IV-DeepYkr.311,IV-Deep-Ykr
3571,1,ADG67207.1,IV-DeepYkr,,IV-DeepYkr.140,IV-Deep-Ykr
3572,1,WP_129634738.1,I-CD,,I-CD.20,I-CD2
3573,1,MYM54471.1,I-A,,I-A.45,I-A
3574,2,RifSed_csp9,I-Banda,,I-Banda.26,I-Banda
3575,1,WP_028708174.1,Unknown,,Unknown.806,II
3576,19,AOW71197.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 16, Unknown: 3",I-Eukaryotes/Unknown.20,I-CD2
3577,2,MBD6956291.1,IV-Ykr-2,,IV-Ykr-2.106,IV-Ykr-2
