cluster,size,seed,type,type_info,tree_name
3146,1,OJU30545.1,IV-DeepYkr,,IV-DeepYkr.397
3147,1,MBE7554138.1,IV-DeepYkr,,IV-DeepYkr.67
3148,1,RKX41820.1,Unknown,,Unknown.267
3149,2,PHX75859.1,IV-DeepYkr,,IV-DeepYkr.228
3150,1,PIU03070.1,Unknown,,Unknown.456
3151,1,XP_013467978.1,Unknown,,Unknown.1014
3152,1,RLG69381.1,Unknown,,Unknown.469
3153,1,MBA3253737.1,I-CD,,I-CD.116
3154,1,OYV24875.1,I-CD,,I-CD.52
3155,1,MBC8049890.1,I-CD,,I-CD.119
3156,8,AOC59140.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 6, Unknown: 2",I-Eukaryotes/Unknown.80
3157,1,WP_045218222.1,Unknown,,Unknown.794
3158,3,PHS29503.1,Unknown,,Unknown.960
3159,1,WP_116225844.1,IV-Photo,,IV-Photo.19
3160,1,AAG44279.1,Unknown,,Unknown.669
3161,2,VVB92590.1,Unknown,,Unknown.46
3162,2,WP_097297994.1,Unknown,,Unknown.52
3163,2,WP_139626141.1,IV-Photo,,IV-Photo.51
3164,1,WP_157399374.1,IV-Non-photo,,IV-Non-photo.252
3165,1,WP_137894277.1,IV-Non-photo,,IV-Non-photo.70
3166,2,WP_094826777.1,IV-Non-photo,,IV-Non-photo.614
3167,1,WP_158956996.1,IV-Non-photo,,IV-Non-photo.508
3168,2,NYH68250.1,IV-NG2,,IV-NG2.30
3169,1,WP_089953144.1,IV-Non-photo,,IV-Non-photo.16
3170,2,GGG71891.1,IV-Non-photo,,IV-Non-photo.214
3171,1,RBG_16_DPX1_54_11_RBG_16_scaffold_7414_20,IV-Photo,,IV-Photo.4
3172,1,WP_068240165.1,IV-Non-photo,,IV-Non-photo.549
3173,1,VDD88848.1,III,,III.109
3174,1,TARA_037.SAMEA2619974.600.0.1-0.22_18879_4,Unknown,,Unknown.1057
3175,1,WP_093915070.1,IV-Non-photo,,IV-Non-photo.286
3176,1,AGI47214.1,Unknown,,Unknown.549
3177,2,WP_011449278.1,Unknown,,Unknown.516
3178,1,NCB95239.1,IV-DeepYkr,,IV-DeepYkr.266
3179,1,HEY85443.1,IV-DeepYkr,,IV-DeepYkr.40
3180,1,WP_165246113.1,IV-NG2,,IV-NG2.62
3181,1,TVR95593.1,IV-DeepYkr,,IV-DeepYkr.419
3182,1,WP_164709986.1,IV-DeepYkr,,IV-DeepYkr.430
3183,1,HAZ07418.1,IV-DeepYkr,,IV-DeepYkr.257
3184,1,MSR13685.1,IV-DeepYkr,,IV-DeepYkr.191
3185,1,NVO14977.1,IV-DeepYkr,,IV-DeepYkr.278
3186,2,TAM57300.1,I-CD,,I-CD.153
3187,1,MSO71833.1,I-CD,,I-CD.163
3188,1,GBC84619.1,I-Unclassified,,I-Unclassified.5
3189,1,QFY90195.1,Unknown,,Unknown.950
3190,2,NCF62299.1,Unknown,,Unknown.841
3191,1,TARA_037.SAMEA2619970.600.0.22-1.6_181232_40,Unknown,,Unknown.1045
3192,1,MBC8322098.1,Unknown,,Unknown.784
3193,1,KAF0114098.1,Unknown,,Unknown.813
3194,2,HGW32978.1,Unknown,,Unknown.389
3195,2,WP_168371275.1,Unknown,,Unknown.366
3196,2,VDD89262.1,III,,III.31
3197,1,CAB1069350.1,IV-Photo,,IV-Photo.10
3198,2,TARA_037.SAMEA2619974.600.0.1-0.22_2167_20,IV-GOS_Global,,IV-GOS_Global.35
3199,1,WP_087206618.1,IV-Non-photo,,IV-Non-photo.572
3200,1,VDD89176.1,III,,III.181
3201,1,MBC7264439.1,IV-Ykr-2,,IV-Ykr-2.201
3202,1,NTV79535.1,Unknown,,Unknown.512
3203,1,WP_127335966.1,IV-Non-photo,,IV-Non-photo.623
3204,1,WP_187727658.1,IV-Non-photo,,IV-Non-photo.445
3205,1,HID91364.1,Unknown,,Unknown.481
3206,1,WP_119107663.1,IV-Non-photo,,IV-Non-photo.247
3207,1,WP_082655472.1,IV-NG1,,IV-NG1.2
3208,1,WP_188172500.1,IV-NG1,,IV-NG1.6
3209,1,TVR45331.1,IV-Non-photo,,IV-Non-photo.538
3210,2,OPY45996.1,Unknown,,Unknown.237
3211,1,WP_101753318.1,IV-Non-photo,,IV-Non-photo.345
3212,1,WP_117178244.1,IV-Non-photo,,IV-Non-photo.386
3213,1,NBC48598.1,IV-DeepYkr,,IV-DeepYkr.138
3214,1,WP_015504092.1,Unknown,,Unknown.561
3215,1,NBE57718.1,IV-Non-photo,,IV-Non-photo.527
3216,1,RMF90985.1,Unknown,,Unknown.189
3217,1,NOZ51115.1,IV-DeepYkr,,IV-DeepYkr.9
3218,1,PKP59216.1,IV-DeepYkr,,IV-DeepYkr.102
3219,2,WP_156004867.1,IV-DeepYkr,,IV-DeepYkr.313
3220,2,WP_153343297.1,IV-DeepYkr,,IV-DeepYkr.244
3221,2,TARA_039.SAMEA2620081.25.0.22-1.6_1488684_5,IV-GOS_Global,,IV-GOS_Global.106
3222,1,WP_107324942.1,IV-DeepYkr,,IV-DeepYkr.439
3223,1,TDI96814.1,IV-DeepYkr,,IV-DeepYkr.136
3224,2,WP_011628912.1,IV-DeepYkr,,IV-DeepYkr.349
3225,1,TARA_042.SAMEA2620230.5.0.22-1.6_957446_9,IV-GOS_Global,,IV-GOS_Global.7
3226,1,CDF56924.1,I-A,,I-A.95
3227,1,HGE67168.1,Unknown,,Unknown.432
3228,1,VDD88813.1,III,,III.184
3229,1,VDD88870.1,III,,III.236
3230,1,NMC80670.1,IV-Ykr-2,,IV-Ykr-2.196
3231,1,WP_088346681.1,I-CD,,I-CD.69
3232,2,MYB88960.1,I-CD,,I-CD.44
3233,1,MBC7944393.1,I-CD,,I-CD.17
3234,1,QDV32477.1,Unknown,,Unknown.1005
3235,1,PSO47683.1,I-B,,I-B.1
3236,1,TQV62574.1,I-A,,I-A.15
3237,2,ARW71741.1,I-Eukaryotes/Unknown,"Unknown: 1, I-Eukaryotes: 1",I-Eukaryotes/Unknown.174
3238,1,HHS58777.1,Unknown,,Unknown.569
3239,1,NBB84563.1,Unknown,,Unknown.913
3240,2,MBC7247654.1,IV-Ykr-2,,IV-Ykr-2.85
3241,10,BAG41440.1,I-Eukaryotes,,I-Eukaryotes.31
3242,1,NHJ01225.1,IV-Ykr-2,,IV-Ykr-2.35
3243,1,TARA_037.SAMEA2619974.600.0.1-0.22_377_32,IV-Photo,,IV-Photo.119
3244,1,WP_127733044.1,IV-Non-photo,,IV-Non-photo.154
3245,3,WP_100695125.1,IV-Non-photo,,IV-Non-photo.273
3246,1,OKY77189.1,Unknown,,Unknown.362
3247,1,WP_086058917.1,IV-Non-photo,,IV-Non-photo.261
3248,1,WP_188937814.1,IV-Non-photo,,IV-Non-photo.706
3249,1,WP_175276433.1,IV-Non-photo,,IV-Non-photo.199
3250,2,WP_097136515.1,IV-Non-photo,,IV-Non-photo.588
3251,1,HGD08408.1,Unknown,,Unknown.594
3252,1,TARA_034.SAMEA2619923.60.0-0.22_337_51,IV-GOS_Global,,IV-GOS_Global.84
3253,1,NLW76736.1,Unknown,,Unknown.527
3254,1,RWR98297.1,I-Eukaryotes,,I-Eukaryotes.77
3255,1,AHF20778.1,Unknown,,Unknown.667
3256,1,WP_101073508.1,IV-DeepYkr,,IV-DeepYkr.255
3257,1,WP_022722226.1,IV-DeepYkr,,IV-DeepYkr.425
3258,1,TARA_122.SAMEA2622677.600.0.22-0.45_53557_5,IV-GOS_Global,,IV-GOS_Global.107
3259,1,WP_104520685.1,IV-DeepYkr,,IV-DeepYkr.258
3260,1,KAF0110453.1,IV-DeepYkr,,IV-DeepYkr.315
3261,1,MXQ09219.1,IV-DeepYkr,,IV-DeepYkr.443
3262,1,AAC36439.1,Unknown,,Unknown.725
3263,1,VDD88898.1,III,,III.163
3264,1,PHT34148.1,I-Eukaryotes,,I-Eukaryotes.115
3265,1,OLP38317.1,Unknown,,Unknown.1002
3266,1,ADM64626.1,I-Eukaryotes,,I-Eukaryotes.41
3267,99,AAB17427.2,I-Eukaryotes/Unknown,"I-Eukaryotes: 78, Unknown: 21",I-Eukaryotes/Unknown.43
3268,1,WP_186361134.1,I-E,,I-E.1
3269,7,WP_066256896.1,I-A,,I-A.53
3270,3,CAD12532.1,I-Eukaryotes,,I-Eukaryotes.20
3271,1,HFC29973.1,Unknown,,Unknown.853
3272,1,SBW00154.1,Unknown,,Unknown.797
3273,1,WP_087221731.1,IV-Ykr-2,,IV-Ykr-2.195
3274,1,VDD89074.1,III,,III.135
3275,1,WP_105073396.1,IV-Photo,,IV-Photo.76
3276,1,AEA52294.1,I-Eukaryotes,,I-Eukaryotes.94
3277,1,HHW74758.1,IV-Ykr-2,,IV-Ykr-2.109
3278,1,RLE37725.1,Unknown,,Unknown.284
3279,1,HII14679.1,Unknown,,Unknown.223
3280,1,MBC8164322.1,IV-Non-photo,,IV-Non-photo.133
3281,1,NNL76974.1,IV-Photo,,IV-Photo.39
3282,1,VDD89250.1,III,,III.162
3283,1,NVM36788.1,Unknown,,Unknown.331
3284,1,RMD45864.1,Unknown,,Unknown.231
3285,1,QOR40880.1,IV-Non-photo,,IV-Non-photo.678
3286,1,WP_156586371.1,IV-Non-photo,,IV-Non-photo.7
3287,1,PZU93831.1,IV-Non-photo,,IV-Non-photo.407
3288,1,WP_111159862.1,IV-Non-photo,,IV-Non-photo.659
3289,2,TARA_039.SAMEA2620106.270.0.1-0.22_2150_20,Unknown,,Unknown.1080
3290,1,WP_131553442.1,IV-Non-photo,,IV-Non-photo.358
3291,1,VDD88949.1,III,,III.134
3292,1,PIU21541.1,Unknown,,Unknown.240
3293,1,VDD88856.1,III,,III.89
3294,1,WP_007040856.1,IV-DeepYkr,,IV-DeepYkr.83
3295,1,TARA_034.SAMEA2619907.60.0.22-1.6_1013533_52,IV-Ykr,,IV-Ykr.36
3296,1,TARA_025.SAMEA2619779.5.0-0.22_12401_3,IV-GOS_Global,,IV-GOS_Global.100
3297,1,TBR23247.1,IV-DeepYkr,,IV-DeepYkr.78
3298,1,CAB1127770.1,I-G,,I-G.22
3299,3,NBT78201.1,I-CD,,I-CD.101
3300,1,MBA2371951.1,I-CD,,I-CD.165
3301,1,TAM12200.1,I-CD,,I-CD.22
3302,1,MBA3249825.1,I-E,,I-E.11
3303,1,WP_133290783.1,I-CD,,I-CD.157
3304,1,HCC68228.1,Unknown,,Unknown.628
3305,149,BBN70094.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 124, Unknown: 25",I-Eukaryotes/Unknown.172
3306,1,HHP92674.1,Unknown,,Unknown.465
3307,1,MBD3341526.1,IV-Ykr-2,,IV-Ykr-2.36
3308,1,TFG13607.1,IV-Ykr-2,,IV-Ykr-2.83
3309,1,NYZ73852.1,Unknown,,Unknown.121
3310,4,WP_182804995.1,IV-Non-photo,,IV-Non-photo.165
3311,1,HGY28659.1,Unknown,,Unknown.479
3312,1,HEH35754.1,Unknown,,Unknown.416
3313,1,MBE7169097.1,IV-Non-photo,,IV-Non-photo.249
3314,1,WP_018153747.1,Unknown,,Unknown.352
3315,1,EHR72169.1,IV-Non-photo,,IV-Non-photo.19
3316,1,AAO47787.1,Unknown,,Unknown.1009
3317,1,WP_089994157.1,IV-Non-photo,,IV-Non-photo.434
3318,1,WP_139083104.1,IV-Non-photo,,IV-Non-photo.189
3319,1,OLS18291.1,Unknown,,Unknown.515
3320,1,OYT42730.1,Unknown,,Unknown.124
3321,1,TARA_032.SAMEA2619818.5.0.22-1.6_42_2,IV-GOS_Global,,IV-GOS_Global.80
3322,1,TARA_039.SAMEA2620106.270.0.1-0.22_374_26,Unknown,,Unknown.1079
3323,1,WP_147147109.1,IV-DeepYkr,,IV-DeepYkr.25
3324,1,HHS65539.1,IV-DeepYkr,,IV-DeepYkr.121
3325,1,WP_144348911.1,IV-DeepYkr,,IV-DeepYkr.98
3326,1,WP_152145416.1,IV-DeepYkr,,IV-DeepYkr.195
3327,1,WP_054165247.1,IV-DeepYkr,,IV-DeepYkr.352
3328,1,CDF56951.1,I-A,,I-A.98
3329,1,TSC54433.1,Unknown,,Unknown.430
3330,3,VDD88919.1,III/Unknown,"III: 2, Unknown: 1",III/Unknown.6
3331,1,AAD52020.1,Unknown,,Unknown.629
3332,14,AAC02928.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 13, Unknown: 1",I-Eukaryotes/Unknown.79
3333,1,NLH69824.1,Unknown,,Unknown.922
3334,2,PHM19679.1,Unknown,,Unknown.925
3335,1,WP_069958099.1,II,,II.2
3336,4,AEP20616.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 3, Unknown: 1",I-Eukaryotes/Unknown.47
3337,2,GWC2_Chloroflexi_73_18_gwc2_scaffold_9051_15,IV-Ykr-2,,IV-Ykr-2.2
3338,2,RLE84807.1,Unknown,,Unknown.502
3339,1,GGL60501.1,Unknown,,Unknown.266
3340,1,VDD88748.1,III,,III.23
3341,1,MBD3312000.1,Unknown,,Unknown.141
3342,1,WP_162580240.1,IV-Non-photo,,IV-Non-photo.547
3343,1,WP_085850791.1,IV-Non-photo,,IV-Non-photo.297
3344,1,MBE9607240.1,IV-Non-photo,,IV-Non-photo.433
3345,1,WP_146823844.1,IV-NG1,,IV-NG1.31
3346,1,WP_126428677.1,IV-NG1,,IV-NG1.24
3347,1,QDV34725.1,IV-Non-photo,,IV-Non-photo.641
3348,1,WP_108359271.1,IV-Non-photo,,IV-Non-photo.267
3349,1,WP_125403879.1,IV-Non-photo,,IV-Non-photo.167
3350,1,TFG57017.1,Unknown,,Unknown.545
3351,2,VDD88682.1,III,,III.84
3352,1,RKZ25299.1,Unknown,,Unknown.353
3353,1,WP_099472280.1,IV-DeepYkr,,IV-DeepYkr.238
3354,1,WP_142715103.1,IV-DeepYkr,,IV-DeepYkr.217
3355,1,VVB67097.1,IV-Photo,,IV-Photo.74
3356,1,ACX49119.1,I-A,,I-A.94
3357,1,MBA2417989.1,I-E,,I-E.39
3358,1,PZN33265.1,I-CD,,I-CD.51
3359,1,WP_052604532.1,I-CD,,I-CD.143
3360,13,HAZ45665.1,I-B,,I-B.7
3361,2,NMN93423.1,I-E,,I-E.33
3362,1,PKN50643.1,IV-Ykr-2,,IV-Ykr-2.145
3363,1,TDM05493.1,Unknown,,Unknown.917
3364,2,TQK56876.1,IV-NG2,,IV-NG2.44
3365,1,NOR38431.1,IV-Ykr-2,,IV-Ykr-2.48
3366,1,PHT50236.1,I-Eukaryotes,,I-Eukaryotes.78
3367,1,TFG08318.1,IV-Ykr-2,,IV-Ykr-2.63
3368,1,NOJ27760.1,Unknown,,Unknown.279
3369,1,VDD89154.1,III,,III.66
3370,1,HEM61556.1,IV-Ykr-2,,IV-Ykr-2.26
3371,1,HGE04707.1,Unknown,,Unknown.118
3372,1,MBD3156514.1,Unknown,,Unknown.488
3373,1,AAU06818.2,Unknown,,Unknown.609
3374,1,NWG15305.1,IV-Non-photo,,IV-Non-photo.694
3375,1,WP_183302520.1,IV-Non-photo,,IV-Non-photo.414
3376,1,WP_047146585.1,IV-Non-photo,,IV-Non-photo.150
3377,2,Mesorhizobium_sp._L2C085B000,IV-Non-photo,,IV-Non-photo.820
3378,1,MBD3355012.1,Unknown,,Unknown.198
3379,2,WP_137409329.1,IV-Non-photo,,IV-Non-photo.702
3380,2,WP_182304041.1,IV-NG1,,IV-NG1.58
3381,1,WP_007788139.1,IV-Non-photo,,IV-Non-photo.560
3382,3,AAS01175.1,I-Eukaryotes/Unknown,"Unknown: 2, I-Eukaryotes: 1",I-Eukaryotes/Unknown.90
3383,1,HGU91826.1,Unknown,,Unknown.528
3384,1,ACV86680.1,Unknown,,Unknown.704
3385,1,WP_012616961.1,Unknown,,Unknown.487
3386,1,WP_014254528.1,IV-DeepYkr,,IV-DeepYkr.19
3387,1,WP_080887241.1,IV-DeepYkr,,IV-DeepYkr.241
3388,1,WP_015281646.1,IV-DeepYkr,,IV-DeepYkr.157
3389,1,HDP96285.1,Unknown,,Unknown.597
3390,1,PIU82637.1,Unknown,,Unknown.539
3391,1,PIR19675.1,IV-DeepYkr,,IV-DeepYkr.189
3392,1,KVH90633.1,Unknown,,Unknown.1013
3393,1,MBA3064386.1,Unknown,,Unknown.449
3394,1,PHT98747.1,I-Eukaryotes,,I-Eukaryotes.83
3395,2,WP_128292749.1,I-CD,,I-CD.61
3396,9,QJA13917.1,I-Eukaryotes,,I-Eukaryotes.4
3397,2,YP_002600803.1,I-Eukaryotes/Unknown,"Unknown: 1, I-Eukaryotes: 1",I-Eukaryotes/Unknown.3
3398,2,WP_121444813.1,I-G,,I-G.1
3399,1,QJX14021.1,Unknown,,Unknown.684
3400,1,HGE40781.1,Unknown,,Unknown.563
3401,1,WP_185120336.1,IV-NG1,,IV-NG1.7
3402,1,NVM18898.1,IV-Ykr-2,,IV-Ykr-2.38
3403,3,KYH37845.1,Unknown,,Unknown.497
3404,1,WP_085619556.1,IV-Non-photo,,IV-Non-photo.718
3405,1,RDE16801.1,IV-Ykr-2,,IV-Ykr-2.91
3406,1,RLI82876.1,IV-Ykr-2,,IV-Ykr-2.190
3407,1,MBC7227487.1,IV-Ykr-2,,IV-Ykr-2.75
3408,1,WP_133236655.1,IV-NG1,,IV-NG1.42
3409,1,VDD89246.1,III,,III.42
3410,1,VDD89158.1,III,,III.38
3411,1,RZL65624.1,IV-Non-photo,,IV-Non-photo.242
3412,2,OYT28780.1,Unknown,,Unknown.484
3413,1,WP_142821251.1,IV-Non-photo,,IV-Non-photo.329
3414,1,WP_175772347.1,IV-NG1,,IV-NG1.61
3415,1,WP_119747517.1,IV-Non-photo,,IV-Non-photo.480
3416,1,WP_167044282.1,IV-NG2,,IV-NG2.11
3417,2,WP_077549023.1,IV-Non-photo,,IV-Non-photo.713
3418,1,PIT84221.1,Unknown,,Unknown.329
3419,1,WP_073325515.1,IV-Non-photo,,IV-Non-photo.191
3420,3,WP_123384208.1,IV-Non-photo,,IV-Non-photo.741
3421,1,NVK35207.1,IV-Non-photo,,IV-Non-photo.631
3422,1,VDD89089.1,III,,III.169
3423,1,TARA_046.SAMEA2620384.5.0-0.22_1203_10,IV-GOS_Global,,IV-GOS_Global.110
3424,2,WP_015197096.1,IV-Ykr,,IV-Ykr.19
3425,1,VDD88970.1,III,,III.124
3426,1,VDD88902.1,IV-Photo,,IV-Photo.113
3427,1,WP_161257925.1,IV-DeepYkr,,IV-DeepYkr.18
3428,1,RMH37353.1,IV-DeepYkr,,IV-DeepYkr.70
3429,1,NNJ83507.1,IV-DeepYkr,,IV-DeepYkr.50
3430,1,WP_138431538.1,IV-DeepYkr,,IV-DeepYkr.322
3431,2,WP_143784222.1,IV-DeepYkr,,IV-DeepYkr.267
3432,1,AAA87206.1,Unknown,,Unknown.675
3433,1,WP_173764446.1,I-CD,,I-CD.39
3434,2,WP_151983581.1,I-CD,,I-CD.36
3435,2,NMC77332.1,Unknown,,Unknown.660
3436,1,WP_013542012.1,Unknown,,Unknown.709
3437,1,MBD3766659.1,Unknown,,Unknown.788
3438,1,WP_192534759.1,Unknown,,Unknown.765
3439,1,NVM55624.1,IV-Ykr-2,,IV-Ykr-2.82
3440,1,WP_091333569.1,IV-Photo,,IV-Photo.82
3441,1,TWT91049.1,IV-Non-photo,,IV-Non-photo.638
3442,1,WP_144107700.1,IV-Non-photo,,IV-Non-photo.222
3443,1,QDV74431.1,IV-Non-photo,,IV-Non-photo.773
3444,1,TKJ25663.1,Unknown,,Unknown.332
3445,1,WP_163336241.1,IV-Non-photo,,IV-Non-photo.632
3446,1,MBE1376614.1,IV-Non-photo,,IV-Non-photo.15
3447,1,TFG04138.1,Unknown,,Unknown.317
3448,1,WP_119803251.1,IV-NG1,,IV-NG1.20
3449,1,WP_092854706.1,IV-Non-photo,,IV-Non-photo.592
3450,1,VDD89247.1,III,,III.186
3451,1,WP_179756866.1,IV-NG2,,IV-NG2.2
3452,1,OYT52763.1,Unknown,,Unknown.252
3453,3,RLJ06804.1,Unknown,,Unknown.85
3454,1,WP_042699978.1,Unknown,,Unknown.522
3455,2,ALG65047.1,I-Eukaryotes/Unknown,"Unknown: 1, I-Eukaryotes: 1",I-Eukaryotes/Unknown.156
3456,1,AAK94305.1,I-Eukaryotes,,I-Eukaryotes.89
3457,1,TARA_125.SAMEA2622822.5.0.22-0.45_1408834_6,IV-GOS_Global,,IV-GOS_Global.34
3458,1,MSV64191.1,IV-DeepYkr,,IV-DeepYkr.250
3459,1,WP_162100034.1,IV-DeepYkr,,IV-DeepYkr.279
3460,1,WP_159693975.1,IV-DeepYkr,,IV-DeepYkr.275
3461,1,MBE2276146.1,IV-DeepYkr,,IV-DeepYkr.367
3462,1,HGY28750.1,Unknown,,Unknown.538
3463,1,PTD93810.1,Unknown,,Unknown.606
3464,1,WP_123401205.1,IV-DeepYkr,,IV-DeepYkr.335
3465,1,RPH44583.1,I-CD,,I-CD.82
3466,1,TMH74611.1,I-CD,,I-CD.42
3467,1,MBA2523992.1,I-F,,I-F.4
3468,23,AAC02816.1,I-CD/Unknown,"I-CD: 20, Unknown: 3",I-CD/Unknown.8
3469,190,AKE49488.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 161, Unknown: 29",I-Eukaryotes/Unknown.12
3470,1,QJX14019.1,Unknown,,Unknown.714
3471,1,ACZ28625.1,Unknown,,Unknown.947
3472,3,NOQ68806.1,Unknown,,Unknown.887
3473,1,RIFCSPHIGHO2_02_FULL_OP11_39_11_rifcsphigho2_02_scaffold_11740_29,Unknown,,Unknown.25
3474,3,HHR95681.1,Unknown,,Unknown.425
3475,3,RIFOXYA2_FULL_CP_40_8_rifoxya2_full_scaffold_343_36,IV-Ykr-2,,IV-Ykr-2.8
3476,1,HHY70076.1,IV-Ykr-2,,IV-Ykr-2.46
3477,1,MBC8333483.1,Unknown,,Unknown.455
3478,1,WP_048093891.1,Unknown,,Unknown.45
3479,1,HHM63936.1,Unknown,,Unknown.171
3480,1,SEB66243.1,IV-NG2,,IV-NG2.23
3481,1,WP_106339227.1,IV-Non-photo,,IV-Non-photo.300
3482,1,VDD88842.1,III,,III.119
3483,2,TARA_037.SAMEA2619974.600.0.1-0.22_19580_5,Unknown,,Unknown.1068
3484,1,WP_068405562.1,IV-Non-photo,,IV-Non-photo.101
3485,1,NBB78045.1,IV-Non-photo,,IV-Non-photo.602
3486,1,VDD88889.1,III,,III.96
3487,1,MBE2270730.1,IV-Non-photo,,IV-Non-photo.573
3488,1,AKC81858.1,IV-Non-photo,,IV-Non-photo.719
3489,1,AHM61158.1,IV-Non-photo,,IV-Non-photo.202
3490,1,WP_184173337.1,IV-Non-photo,,IV-Non-photo.119
3491,1,RLI85977.1,Unknown,,Unknown.210
3492,1,QJF45610.1,Unknown,,Unknown.649
3493,1,VDD89050.1,III,,III.125
3494,3,MBE0522962.1,Unknown,,Unknown.543
3495,1,2503348889_GEI7407DRAFT_2389_2_3_diketo_5_methylthiopentyl_1_phosphate_enolase__EC_5.3.2.____IMGterm___Geitlerinema_sp._PCC_7407___Gsp7407_Contig121_,IV-Ykr,,IV-Ykr.35
3496,1,NLC07942.1,IV-DeepYkr,,IV-DeepYkr.38
3497,1,QJW46133.1,IV-DeepYkr,,IV-DeepYkr.48
3498,1,Sage1_L_100_16_scaffold_229535_1|Sage1_L_100_16_UNK|Sage1_L_100_16,I-Banda,,I-Banda.9
3499,1,WP_014433970.1,IV-DeepYkr,,IV-DeepYkr.131
3500,1,QFG76257.1,I-Eukaryotes,,I-Eukaryotes.46
3501,1,PAW78407.1,IV-DeepYkr,,IV-DeepYkr.237
3502,2,WP_173705854.1,IV-Ykr-2,,IV-Ykr-2.182
3503,1,MPY74822.1,IV-DeepYkr,,IV-DeepYkr.220
3504,1,VDD89058.1,III,,III.229
3505,1,XP_016471368.1,Unknown,,Unknown.998
3506,1,WP_147662334.1,Unknown,,Unknown.734
3507,1,WP_054966537.1,I-Unclassified,,I-Unclassified.19
3508,1,RME00383.1,I-New,,I-New.7
3509,1,WP_088320186.1,I-E,,I-E.48
3510,1,HFC00319.1,Unknown,,Unknown.945
3511,1,WP_188528096.1,I-A,,I-A.30
3512,3,YP_522655_Rhodoferax_ferrireducens_T118_II,Unknown,,Unknown.1032
3513,7,BAB20785.1,Ambiguous,"I-Eukaryotes: 5, I-CD: 2",Ambiguous.12
3514,1,NLE30713.1,Unknown,,Unknown.616
3515,112,AAO13848.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 99, Unknown: 13",I-Eukaryotes/Unknown.70
3516,1,RLG91113.1,Unknown,,Unknown.355
3517,1,WP_091938331.1,IV-Photo,,IV-Photo.81
3518,1,WP_085122225.1,IV-Non-photo,,IV-Non-photo.756
3519,1,AAB17507.1,Unknown,,Unknown.773
3520,1,MBD3247629.1,Unknown,,Unknown.166
3521,1,VDD88676.1,III,,III.7
3522,1,WP_037241019.1,IV-Non-photo,,IV-Non-photo.328
3523,1,WP_191567218.1,IV-NG1,,IV-NG1.50
3524,1,MBA3852833.1,IV-Photo,,IV-Photo.88
3525,1,WP_134702721.1,IV-NG1,,IV-NG1.1
3526,1,VDD89095.1,III,,III.174
3527,1,RLG15067.1,Unknown,,Unknown.280
3528,1,WP_142846808.1,IV-Non-photo,,IV-Non-photo.801
3529,1,NDC74828.1,IV-Non-photo,,IV-Non-photo.787
3530,1,RYZ28694.1,IV-Non-photo,,IV-Non-photo.263
3531,1,WP_076753936.1,IV-Photo,,IV-Photo.75
3532,1,PVX24259.1,Unknown,,Unknown.87
3533,1,RJS88478.1,Unknown,,Unknown.146
3534,1,RLG56183.1,Unknown,,Unknown.142
3535,1,HEN47516.1,I-CD,,I-CD.168
3536,5,TARA_125.SAMEA2622822.5.0.22-0.45_1037820_4,IV-GOS_Global,,IV-GOS_Global.52
3537,1,MBD3197374.1,Unknown,,Unknown.429
3538,3,SOW08834.1,I-Eukaryotes,,I-Eukaryotes.27
3539,1,MBC5809956.1,IV-DeepYkr,,IV-DeepYkr.286
3540,1,WP_084572695.1,IV-DeepYkr,,IV-DeepYkr.276
3541,1,NBO79458.1,IV-DeepYkr,,IV-DeepYkr.45
3542,1,PHU22554.1,Unknown,,Unknown.706
3543,1,MAT03443.1,I-CD,,I-CD.113
3544,2,KPK56475.1,I-A,,I-A.20
3545,1,KUK67038.1,Unknown,,Unknown.596
3546,3,WP_011738063.1,Unknown,,Unknown.940
3547,3,OIP14217.1,Unknown,,Unknown.906
3548,1,MSS19380.1,IV-Ykr-2,,IV-Ykr-2.69
3549,3,CCO62289.1,I-Eukaryotes,,I-Eukaryotes.10
3550,1,WP_152362321.1,IV-NG2,,IV-NG2.1
3551,1,NLK35957.1,IV-Ykr-2,,IV-Ykr-2.198
3552,1,MBD3398018.1,Unknown,,Unknown.68
3553,1,WP_137893761.1,IV-Non-photo,,IV-Non-photo.60
3554,1,TFG17693.1,Unknown,,Unknown.328
3555,1,NPD66655.1,IV-Non-photo,,IV-Non-photo.735
3556,1,WP_106336363.1,IV-Non-photo,,IV-Non-photo.232
3557,1,KAF0135783.1,IV-Non-photo,,IV-Non-photo.635
3558,1,WP_114771920.1,IV-Non-photo,,IV-Non-photo.624
3559,1,WP_090744023.1,IV-Non-photo,,IV-Non-photo.516
3560,1,WP_030168230.1,IV-NG3,,IV-NG3.10
3561,3,WP_159618341.1,IV-NG2,,IV-NG2.13
3562,1,WP_014219803.1,IV-Non-photo,,IV-Non-photo.37
3563,1,WP_190892320.1,IV-Non-photo,,IV-Non-photo.394
3564,1,VDD88760.1,III,,III.82
3565,1,PIN78299.1,Unknown,,Unknown.454
3566,1,PIE31794.1,IV-DeepYkr,,IV-DeepYkr.213
3567,1,WP_114910699.1,IV-DeepYkr,,IV-DeepYkr.248
